doc_id,doc_url,doc_url_serverless,previous_version_doc_url,description
indices-get-sample-stats,https://www.elastic.co/docs/api/doc/elasticsearch#TODO,[use-doc-url],,About Elasticsearch API
indices-get-settings,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-indices-get-settings,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-indices-get-settings,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/indices-get-settings.html,More about index settings
indices-get-template,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-indices-get-index-template,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-indices-get-index-template,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/indices-get-template.html,More about index templates
indices-get-template-v1,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-indices-get-template,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/indices-get-template-v1.html,More about legacy index templates
indices-open-close,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-indices-open,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/indices-open-close.html,More about opening a closed index
indices-put-data-stream-mappings,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-indices-put-data-stream-mappings,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-indices-put-data-stream-mappings,,About updating data stream
indices-put-data-stream-settings,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-indices-put-data-stream-settings,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-indices-put-data-stream-settings,,About updating data stream
indices-put-mapping,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-indices-put-mapping,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-indices-put-mapping,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/indices-put-mapping.html,About updating field mappings
indices-put-sample-configuration,https://www.elastic.co/docs/api/doc/elasticsearch#TODO,[use-doc-url],,About Elasticsearch API
indices-recovery,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-indices-recovery,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/indices-recovery.html,About index recovery information
indices-refresh,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-indices-refresh,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-indices-refresh,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/indices-refresh.html,More about refresh an index
indices-refresh-disable,https://www.elastic.co/docs/deploy-manage/production-guidance/optimize-performance/indexing-speed#disable-refresh-interval,[use-doc-url],,About tune for indexing speed
indices-reload-analyzers,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-indices-reload-search-analyzers,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/indices-reload-analyzers.html,About reload search analyzers
indices-resolve-cluster-api,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-indices-resolve-cluster,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/indices-resolve-cluster-api.html,More about resolve the cluster
indices-resolve-index-api,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-indices-resolve-index,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-indices-resolve-index,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/indices-resolve-index-api.html,More about resolve indices
indices-rollover-index,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-indices-rollover,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-indices-rollover,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/indices-rollover-index.html,About roll over to a new index
indices-segments,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-indices-segments,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/indices-segments.html,More about index segments
indices-shards-stores,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-indices-shard-stores,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/indices-shards-stores.html,More about index shard stores
indices-shrink-index,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-indices-shrink,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/indices-shrink-index.html,More about shrink an index
indices-simulate,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-indices-simulate-index-template,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-indices-simulate-index-template,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/indices-simulate-index.html,More about simulate an index
indices-simulate-template,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-indices-simulate-template,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-indices-simulate-template,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/indices-simulate-template.html,About simulate an index template
indices-split-index,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-indices-split,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/indices-split-index.html,More about split an index
indices-stats,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-indices-stats,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/indices-stats.html,More about index statistics
indices-template-exists-v1,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-indices-exists-template,,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/indices-template-exists-v1.html,About checking existence of index
indices-templates,https://www.elastic.co/docs/manage-data/data-store/templates,[use-doc-url],,Learn more about templates
indices-update-settings,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-indices-put-settings,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-indices-put-settings,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/indices-update-settings.html,About updating index settings
infer-trained-model,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-ml-infer-trained-model,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-ml-infer-trained-model,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/infer-trained-model.html,About evaluating a trained model
infer-trained-model-deployment,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-ml-infer-trained-model,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-ml-infer-trained-model,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/infer-trained-model.html,About evaluating a trained model
inference-api-delete,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-inference-delete,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-inference-delete,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/delete-inference-api.html,About deleting an inference
inference-api-get,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-inference-get,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-inference-get,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/get-inference-api.html,More about an inference endpoint
inference-api-post,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-inference-inference,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-inference-inference,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/post-inference-api.html,More about performing inference
inference-api-post-eis-chat-completion,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-inference-post-eis-chat-completion,,,About inference eis chat
inference-api-put,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-inference-put,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-inference-put,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/put-inference-api.html,About creating an inference
inference-api-put-alibabacloud,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-inference-put-alibabacloud,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-inference-put-alibabacloud,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/infer-service-alibabacloud-ai-search.html,About Alibaba Cloud ai inference
inference-api-put-ai21,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-inference-put-ai21,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-inference-put-ai21,,About AI21 inference endpoint
inference-api-put-amazonbedrock,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-inference-put-amazonbedrock,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-inference-put-amazonbedrock,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/infer-service-amazon-bedrock.html,About creating an Amazon Bedrock
inference-api-put-amazonsagemaker,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-inference-put-amazonsagemaker,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-inference-put-amazonsagemaker,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/infer-service-amazon-sagemaker.html,About creating an Amazon
inference-api-put-anthropic,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-inference-put-anthropic,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-inference-put-anthropic,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/infer-service-anthropic.html,About creating an Anthropic
inference-api-put-azureaistudio,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-inference-put-azureaistudio,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-inference-put-azureaistudio,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/infer-service-azure-ai-studio.html,About creating an Azure ai studio
inference-api-put-azureopenai,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-inference-put-azureopenai,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-inference-put-azureopenai,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/infer-service-azure-openai.html,About creating an Azure OpenAI
inference-api-put-cohere,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-inference-put-cohere,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-inference-put-cohere,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/infer-service-cohere.html,About creating a Cohere inference
inference-api-put-contextualai,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-inference-put-contextualai,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-inference-put-contextualai,,About creating a contextual ai
inference-api-put-custom,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-inference-put-custom,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-inference-put-custom,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/infer-service-custom.html,About creating a custom inference
inference-api-put-deepseek,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-inference-put-deepseek,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-inference-put-deepseek,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/infer-service-deepseek.html,About creating a DeepSeek
inference-api-put-eis,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-inference-put-eis,,,Learn more about inference eis
inference-api-put-elasticsearch,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-inference-put-elasticsearch,https://www.elastic.co/docs/api/doc/elasticsearch-serverless/operation/operation-inference-put-elasticsearch,https://www.elastic.co/guide/en/elasticsearch/reference/8.19/infer-service-elasticsearch.html,About creating an Elasticsearch
